collection,candidate_name,status,portrait_page_url,direct_image_url,source_type,source_title,verification_note
House,George Austin,not_found,,,not_found,,"No verified official campaign, government, or licensed editorial portrait source found."
House,Christopher Lancia,not_found,,,not_found,,"No verified official campaign, government, or licensed editorial portrait source found."
House,Jim Himes,verified,https://en.wikipedia.org/wiki/Jim_Himes,https://upload.wikimedia.org/wikipedia/commons/1/14/Jim_Himes%2C_official_portrait%2C_118th_Congress_%28cropped%29.jpg,official_legislative,Jim Himes - Wikipedia / Official Congressional Portrait,Verified via official U.S. House / Wikipedia congressional portrait profile.
House,Gus Bilirakis,verified,https://en.wikipedia.org/wiki/Gus_Bilirakis,https://upload.wikimedia.org/wikipedia/commons/0/0b/Gus_Bilirakis%2C_official_portrait%2C_118th_Congress_%28head_crop%29.jpg,official_legislative,Gus Bilirakis - Wikipedia / Official Congressional Portrait,Verified via official U.S. House / Wikipedia congressional portrait profile.
House,Anna Luna,verified,https://en.wikipedia.org/wiki/Anna_Paulina_Luna,https://upload.wikimedia.org/wikipedia/commons/e/e0/Anna_Paulina_Luna_118th_congress_portrait.jpg,official_legislative,Anna Paulina Luna - Wikipedia / Official Congressional Portrait,Verified via official U.S. House / Wikipedia congressional portrait profile.
House,Frederica Wilson,verified,https://en.wikipedia.org/wiki/Frederica_Wilson,https://upload.wikimedia.org/wikipedia/commons/2/27/Frederica_Wilson_119th_Congress_portrait.jpg,official_legislative,Frederica Wilson - Wikipedia / Official Congressional Portrait,Verified via official U.S. House / Wikipedia congressional portrait profile.
House,Nicole Locklin,not_found,,,not_found,,"No verified official campaign, government, or licensed editorial portrait source found."
House,Phil Ehr,not_found,,,not_found,,No verified direct portrait image URL available from official or licensed sources.
House,Amanda Hollowell,not_found,,,not_found,,No verified direct portrait image URL available from official or licensed sources.
House,Maura Keller,not_found,,,not_found,,No verified direct portrait image URL available from official or licensed sources.
House,Tony Kozycki,not_found,,,not_found,,"No verified official campaign, government, or licensed editorial portrait source found."
House,Kelly Esti,not_found,,,not_found,,"No verified official campaign, government, or licensed editorial portrait source found."
House,C. Gegen,not_found,,,not_found,,"No verified official campaign, government, or licensed editorial portrait source found."
House,P. Delancy,not_found,,,not_found,,"No verified official campaign, government, or licensed editorial portrait source found."
House,Chris Harden,not_found,,,not_found,,"No verified official campaign, government, or licensed editorial portrait source found."
House,Ceretta Smith,not_found,,,not_found,,"No verified official campaign, government, or licensed editorial portrait source found."
House,Jasmine Clark,verified,https://en.wikipedia.org/wiki/Jasmine_Clark,https://upload.wikimedia.org/wikipedia/commons/2/21/Member_of_the_Georgia_House_of_Representatives_Jasmine_Michelle_Clark.jpg,government_elected_office,Jasmine Clark - Wikipedia / Official State Representative Portrait,Verified via official Georgia House / Wikipedia state representative portrait profile.
House,Shawn Harris,not_found,,,not_found,,No verified direct portrait image URL available from official or licensed sources.
House,Adriel Lam,not_found,,,not_found,,"No verified official campaign, government, or licensed editorial portrait source found."
House,Brenton Awa,verified,https://en.wikipedia.org/wiki/Brenton_Awa,https://upload.wikimedia.org/wikipedia/commons/3/36/Brenton_Awa_official_portrait.jpg,government_elected_office,Brenton Awa - Wikipedia / Official State Senate Portrait,Verified via official Hawaii State Senate / Wikipedia profile.
House,Kaylee Peterson,not_found,,,not_found,,No verified direct portrait image URL available from official or licensed sources.
House,Ellie Gilbreath,not_found,,,not_found,,"No verified official campaign, government, or licensed editorial portrait source found."
House,Jonathan Jackson,verified,https://en.wikipedia.org/wiki/Jonathan_Jackson_(Illinois_politician),https://upload.wikimedia.org/wikipedia/commons/7/77/Rep._Jonathan_Jackson_official_portrait%2C_118th_Congress_%28cropped%29.jpg,official_legislative,Jonathan Jackson - Wikipedia / Official Congressional Portrait,Verified via official U.S. House / Wikipedia congressional portrait profile.
House,Jamee Decio,not_found,,,not_found,,"No verified official campaign, government, or licensed editorial portrait source found."
House,Kelly Thompson,not_found,,,not_found,,"No verified official campaign, government, or licensed editorial portrait source found."
House,Joshua Cox,not_found,,,not_found,,"No verified official campaign, government, or licensed editorial portrait source found."
House,J.D. Ford,verified,https://en.wikipedia.org/wiki/J._D._Ford,https://upload.wikimedia.org/wikipedia/commons/3/39/J._D._Ford_2023_portrait.jpg,government_elected_office,J.D. Ford - Wikipedia / Official State Senate Portrait,Verified via official Indiana State Senate / Wikipedia profile.
House,Cynthia Wirth,not_found,,,not_found,,"No verified official campaign, government, or licensed editorial portrait source found."
House,Mary Allen,not_found,,,not_found,,"No verified official campaign, government, or licensed editorial portrait source found."
House,Brad Meyer,not_found,,,not_found,,"No verified official campaign, government, or licensed editorial portrait source found."
