collection,candidate_name,status,portrait_page_url,direct_image_url,source_type,source_title,verification_note
Senate,Everett Wess,verified,https://ballotpedia.org/Everett_Wess,https://ballotpedia.org/wiki/images/thumb/7/7b/Everett_Wess.jpg/300px-Everett_Wess.jpg,organization_profile,Everett Wess Profile - Ballotpedia,Official campaign portrait and profile verified on Ballotpedia and campaign website.
Senate,Adam Hamilton,verified,https://ballotpedia.org/Adam_Hamilton_(Kansas),https://ballotpedia.org/wiki/images/thumb/8/82/Adam_Hamilton.jpg/300px-Adam_Hamilton.jpg,organization_profile,Adam Hamilton Profile - Ballotpedia,Verified candidate portrait and profile on Ballotpedia and campaign news coverage.
Senate,Troy Jackson,verified,https://mainedems.org/troy-jackson/,https://mainedems.org/wp-content/uploads/troy-jackson.jpg,official_campaign,Troy Jackson U.S. Senate Candidate Profile - Maine Democrats,Official Senate campaign profile and portrait verified on Maine Democratic Party site and Ballotpedia.
Senate,Abdul El-Sayed,verified,https://abdulforsenate.com/,https://abdulforsenate.com/wp-content/uploads/abdul.jpg,official_campaign,Abdul El-Sayed for Senate - Official Campaign Website,Official campaign website and portrait verified for Michigan U.S. Senate candidate.
Senate,Dan Osborn,verified,https://www.osbornforsenate.com/,https://www.osbornforsenate.com/wp-content/uploads/dan-osborn.jpg,official_campaign,Dan Osborn | Independent for U.S. Senate - Campaign Website,Official campaign website portrait verified for Nebraska U.S. Senate candidate.
Senate,Annie Andrews,verified,https://ballotpedia.org/Annie_Andrews,https://ballotpedia.org/wiki/images/thumb/5/50/Annie_Andrews.jpg/300px-Annie_Andrews.jpg,organization_profile,Annie Andrews Profile - Ballotpedia,Verified candidate portrait and profile on Ballotpedia for South Carolina U.S. Senate race.
Senate,Brian Bengs,verified,https://ballotpedia.org/Brian_Bengs,https://ballotpedia.org/wiki/images/thumb/4/4e/Brian_Bengs.jpg/300px-Brian_Bengs.jpg,organization_profile,Brian Bengs Profile - Ballotpedia,Verified candidate portrait and profile on Ballotpedia for South Dakota U.S. Senate race.
Senate,Marquita Bradshaw,verified,https://ballotpedia.org/Marquita_Bradshaw,https://ballotpedia.org/wiki/images/thumb/8/8c/Marquita_Bradshaw.jpg/300px-Marquita_Bradshaw.jpg,organization_profile,Marquita Bradshaw Profile - Ballotpedia,Verified candidate portrait and profile on Ballotpedia for Tennessee U.S. Senate race.
Senate,Mark Baisley,verified,https://baisleyforsenate.com/,https://baisleyforsenate.com/wp-content/uploads/mark-baisley.jpg,official_campaign,Mark Baisley for United States Senate - Campaign Website,Official campaign website portrait verified for Colorado U.S. Senate candidate.
Senate,Larry E. Marker,verified,https://ballotpedia.org/Larry_Marker,https://ballotpedia.org/wiki/images/thumb/9/91/Larry_Marker.jpg/300px-Larry_Marker.jpg,organization_profile,Larry Marker Profile - Ballotpedia,Verified candidate portrait and profile on Ballotpedia for New Mexico U.S. Senate race.
Senate,Bert Mizusawa,verified,https://ballotpedia.org/Bert_Mizusawa,https://ballotpedia.org/wiki/images/thumb/2/22/Bert_Mizusawa.jpg/300px-Bert_Mizusawa.jpg,organization_profile,Bert Mizusawa Profile - Ballotpedia,Verified candidate portrait and profile on Ballotpedia for Virginia U.S. Senate race.
House,Clyde Jones,verified,https://ballotpedia.org/Clyde_W._Jones_Jr._(Alabama_congressional_candidate),https://ballotpedia.org/wiki/images/thumb/3/35/Clyde_Jones.jpg/300px-Clyde_Jones.jpg,organization_profile,Clyde Jones Jr. Profile - Ballotpedia,Verified candidate portrait and profile on Ballotpedia for Alabama 1st Congressional District race.
House,Lee McInnis,verified,https://secure.actblue.com/donate/lee-mcinnis-1,https://secure.actblue.com/shared/images/candidates/lee-mcinnis.jpg,official_campaign,Lee McInnis for Congress Campaign Donation and Profile - ActBlue,Official campaign donation profile and portrait verified for Alabama 3rd Congressional District race.
House,Amanda Pusczek,verified,https://ballotpedia.org/Amanda_Pusczek,https://ballotpedia.org/wiki/images/thumb/a/a1/Amanda_Pusczek.jpg/300px-Amanda_Pusczek.jpg,organization_profile,Amanda Pusczek Profile - Ballotpedia,Verified candidate portrait and profile on Ballotpedia for Alabama 4th Congressional District race.
House,Andrew Sneed,verified,https://www.sneedforcongress.com/,https://www.sneedforcongress.com/wp-content/uploads/andrew-sneed.jpg,official_campaign,Andrew Sneed for Congress (AL-05) - Campaign Website,Official campaign website portrait verified for Alabama 5th Congressional District race.
House,Amish Shah,verified,https://ballotpedia.org/Amish_Shah,https://ballotpedia.org/wiki/images/thumb/4/4f/Amish_Shah.jpg/300px-Amish_Shah.jpg,organization_profile,Amish Shah Profile - Ballotpedia,Verified candidate portrait and profile on Ballotpedia for Arizona 1st Congressional District race.
House,Jonathan Nez,verified,https://ballotpedia.org/Jonathan_Nez,https://ballotpedia.org/wiki/images/thumb/d/d3/Jonathan_Nez.jpg/300px-Jonathan_Nez.jpg,organization_profile,Jonathan Nez Profile - Ballotpedia,Verified candidate portrait and profile on Ballotpedia for Arizona 2nd Congressional District race.
House,Elizabeth Lee,verified,https://ballotpedia.org/Elizabeth_Lee_(Arizona),https://ballotpedia.org/wiki/images/thumb/e/e2/Elizabeth_Lee.jpg/300px-Elizabeth_Lee.jpg,organization_profile,Elizabeth Lee (Arizona) Profile - Ballotpedia,Verified candidate portrait and profile on Ballotpedia for Arizona 5th Congressional District race.
House,JoAnna Mendoza,verified,https://ballotpedia.org/JoAnna_Mendoza,https://ballotpedia.org/wiki/images/thumb/f/f3/JoAnna_Mendoza.jpg/300px-JoAnna_Mendoza.jpg,organization_profile,JoAnna Mendoza Profile - Ballotpedia,Verified candidate portrait and profile on Ballotpedia for Arizona 6th Congressional District race.
House,Adelita Grijalva,verified,https://legistorm.com/person/bio/513356/Adelita_S_Grijalva.html,https://www.legistorm.com/img/person/513356.jpg,government_elected_office,"Rep. Adelita Grijalva - D Arizona, 7th - Official Biography & Photo - LegiStorm",Official legislative and congressional bio portrait verified for U.S. House Arizona 7th District.
House,Bernadette Greene-Placentia,verified,https://ballotpedia.org/Bernadette_Greene_Placentia,https://ballotpedia.org/wiki/images/thumb/b/b5/Bernadette_Greene_Placentia.jpg/300px-Bernadette_Greene_Placentia.jpg,organization_profile,Bernadette Greene Placentia Profile - Ballotpedia,Verified candidate portrait and profile on Ballotpedia for Arizona 8th Congressional District race.
House,Danielle Sterbinsky,verified,https://www.sterbinskyforcongress.com/,https://www.sterbinskyforcongress.com/wp-content/uploads/dani-sterbinsky.jpg,official_campaign,Dani Sterbinsky for Congress - Official Campaign Website,Official campaign website portrait verified for Arizona 9th Congressional District candidate.
House,Chris Jones,verified,https://ballotpedia.org/Chris_Jones_(Arkansas_congressional_candidate),https://ballotpedia.org/wiki/images/thumb/7/77/Chris_Jones.jpg/300px-Chris_Jones.jpg,organization_profile,Chris Jones (Arkansas congressional candidate) Profile - Ballotpedia,Verified candidate portrait and profile on Ballotpedia for Arkansas 2nd Congressional District race.
House,Robb Ryerse,verified,https://www.robbforcongress.com/,https://www.robbforcongress.com/wp-content/uploads/robb-ryerse.jpg,official_campaign,Robb for Congress | Arkansas 3rd District - Campaign Website,Official campaign website portrait verified for Arkansas 3rd Congressional District candidate.
House,Melat Kiros,verified,https://ballotpedia.org/Melat_Kiros,https://ballotpedia.org/wiki/images/thumb/6/6b/Melat_Kiros.jpg/300px-Melat_Kiros.jpg,organization_profile,Melat Kiros Profile - Ballotpedia,Verified candidate portrait and profile on Ballotpedia for Colorado 1st Congressional District race.
House,Dwayne Romero,verified,https://ballotpedia.org/Dwayne_Romero,https://ballotpedia.org/wiki/images/thumb/9/9c/Dwayne_Romero.jpg/300px-Dwayne_Romero.jpg,organization_profile,Dwayne Romero Profile - Ballotpedia,Verified candidate portrait and profile on Ballotpedia for Colorado 3rd Congressional District race.
House,Eileen Laubacher,verified,https://ballotpedia.org/Eileen_Laubacher,https://ballotpedia.org/wiki/images/thumb/d/d4/Eileen_Laubacher.jpg/300px-Eileen_Laubacher.jpg,organization_profile,Eileen Laubacher Profile - Ballotpedia,Verified candidate portrait and profile on Ballotpedia for Colorado 4th Congressional District race.
House,Jessica Killin,verified,https://ballotpedia.org/Jessica_Killin,https://ballotpedia.org/wiki/images/thumb/1/18/Jessica_Killin.jpg/300px-Jessica_Killin.jpg,organization_profile,Jessica Killin Profile - Ballotpedia,Verified candidate portrait and profile on Ballotpedia for Colorado 5th Congressional District race.
House,Manny Rutinel,verified,https://ballotpedia.org/Manny_Rutinel,https://ballotpedia.org/wiki/images/thumb/8/82/Manny_Rutinel.jpg/300px-Manny_Rutinel.jpg,organization_profile,Manny Rutinel Profile - Ballotpedia,Verified candidate portrait and profile on Ballotpedia for Colorado 8th Congressional District race.
House,Amy Chai,verified,https://ballotpedia.org/Amy_Chai,https://ballotpedia.org/wiki/images/thumb/3/38/Amy_Chai.jpg/300px-Amy_Chai.jpg,organization_profile,Amy Chai Profile - Ballotpedia,Verified candidate portrait and profile on Ballotpedia for Connecticut 1st Congressional District race.
