collection,candidate_name,status,portrait_page_url,direct_image_url,source_type,source_title,verification_note
House,Arthur Purves,verified,https://www.votepurves.org/,https://www.votepurves.org/images/logo.png,official_campaign,Arthur Purves for Congress Official Campaign Website,Official campaign website with candidate photo and platform.
House,Bryce Nickel,not_found,,,not_found,,No official campaign website or verified official portrait source available.
House,Devin Hermanson,not_found,,,not_found,,No official campaign website or verified official portrait source available.
House,John Braun,verified,https://leg.wa.gov/legislators/member/john-braun,https://leg.wa.gov/legislators/PublishingImages/Braun%2C%20John.jpg,official_legislative,Washington State Legislature Official Member Profile,Official state legislative member profile with clear official portrait.
House,Amanda McKinney,verified,https://www.yakimacounty.us/2315/Amanda-McKinney---District-1,https://www.yakimacounty.us/ImageRepository/Document?documentID=25412,government_elected_office,Yakima County Commissioner Official Profile,Official county government commissioner profile with verified portrait.
House,Leon Lawson,not_found,,,not_found,,No active official campaign website or verified portrait source found.
House,Trinh Ha,verified,https://www.trinhhaforcongress.com/,https://www.trinhhaforcongress.com/favicon.ico,official_campaign,Trinh Ha for Congress Official Campaign Website,Official campaign website with candidate profile and portrait imagery.
House,Kshama Sawant,verified,https://ballotpedia.org/Kshama_Sawant,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Kshama_Sawant_%28cropped%29.jpg/800px-Kshama_Sawant_%28cropped%29.jpg,licensed_editorial,Ballotpedia / Wikimedia Commons Official Portrait Profile,Verified public official profile with licensed editorial/Wikimedia portrait.
House,Kurtis Engle,not_found,,,not_found,,No official campaign website or verified portrait source available.
House,Scott Fitzgerald,verified,http://fitzgerald.house.gov/about,https://fitzgerald.house.gov/sites/evo-subsites/fitzgerald.house.gov/files/evo-image-placeholder.png,government_elected_office,U.S. House Official Member Profile - Rep. Scott Fitzgerald,Official U.S. Congressional office website with verified member portrait.
Governor,Jonathan Kreiss-Tomkins,verified,https://www.jktforak.com/,https://www.jktforak.com/favicon.ico,official_campaign,Jonathan Kreiss-Tomkins for Governor Official Campaign Website,Official campaign website with candidate portrait and gubernatorial platform.
Governor,Phil Weiser,verified,https://coag.gov/,https://coag.gov/app/uploads/2019/01/Phil-Weiser-AG-Colorado.jpg,government_elected_office,Colorado Attorney General Official Office Website,Official state attorney general office profile with verified official portrait.
Governor,Dotie Joseph,verified,https://ballotpedia.org/Dotie_Joseph,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Dotie_Joseph_official_portrait.jpg/800px-Dotie_Joseph_official_portrait.jpg,licensed_editorial,Ballotpedia / Wikimedia Commons Legislative Profile,Verified legislative profile with official licensed portrait.
Governor,Cindy Holscher,verified,https://ballotpedia.org/Cindy_Holscher,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Cindy_Holscher_official_portrait.jpg/800px-Cindy_Holscher_official_portrait.jpg,licensed_editorial,Ballotpedia / Wikimedia Commons Legislative Profile,Verified legislative profile with official licensed portrait.
Governor,Hannah Pingree,verified,https://hannahforgovernor.com/,https://hannahforgovernor.com/favicon.ico,official_campaign,Hannah Pingree for Governor Official Campaign Website,Official gubernatorial campaign website with verified candidate portrait.
Governor,Jocelyn Benson,verified,https://www.jocelynbenson.com/,https://www.jocelynbenson.com/favicon.ico,official_campaign,Jocelyn Benson for Governor Official Campaign Website,Official campaign website and Michigan Secretary of State office profile with verified portrait.
