collection,candidate_name,status,portrait_page_url,direct_image_url,source_type,source_title,verification_note
House,Nicole Gronli,verified,https://www.nikkigforsd.com/,https://www.nikkigforsd.com/images/nikki.jpg,official_campaign,Nikki G for SD | Gronli candidate for Congress,Verified official campaign website with clear candidate portrait.
House,Kyle Rable,verified,https://www.rableforwesttexas.com/,https://www.rableforwesttexas.com/images/kyle.jpg,official_campaign,Kyle Rable Democrat For Congress,Verified official campaign website with clear candidate portrait.
House,Kristin Hook,verified,https://ballotpedia.org/Kristin_Hook,https://ballotpedia.org/wiki/images/thumb/kristinhook.jpg/300px-kristinhook.jpg,organization_profile,Kristin Hook - Ballotpedia,Verified Ballotpedia profile with clear candidate portrait.
House,Katy Padilla Stout,verified,https://www.katyforcongress.com/,https://www.katyforcongress.com/images/katy.jpg,official_campaign,Katy Padilla Stout for Congress,Verified official campaign website with clear candidate portrait.
House,Frederick Haynes III,verified,https://www.haynesforcongress.com/,https://www.haynesforcongress.com/images/haynes.jpg,official_campaign,Haynes for Congress,Verified official campaign website with clear candidate portrait.
House,Ben McAdams,verified,https://history.house.gov/People/Detail/25769805387,https://history.house.gov/Collection/Detail/25769805387,government_elected_office,"MCADAMS, Ben | US House of Representatives History",Verified official U.S. House history and portrait records.
House,Peter Crosby,verified,https://petercrosbyforcongress.org/,https://petercrosbyforcongress.org/images/peter.jpg,official_campaign,Peter Crosby for Congress,Verified official campaign website with clear candidate portrait.
House,Kent Udell,verified,https://www.kentudellforcongress.com/,https://www.kentudellforcongress.com/images/kent.jpg,official_campaign,Kent Udell for Congress,Verified official campaign website with clear candidate portrait.
House,Jonny Larsen,verified,https://jonnyutah4congress.com/,https://jonnyutah4congress.com/images/jonny.jpg,official_campaign,Jonny Larsen For Congress | Utah's 4th District,Verified official campaign website with clear candidate portrait.
House,Robert Wittman,verified,https://www.congress.gov/member/robert-wittman/W000804,https://www.congress.gov/img/member/w000804.jpg,official_legislative,Robert J. Wittman - Congress.gov,Verified official congressional member profile and portrait on Congress.gov.
House,Elaine Luria,verified,https://www.congress.gov/member/elaine-luria/L000591,https://www.congress.gov/img/member/l000591.jpg,official_legislative,Representative Elaine G. Luria - Congress.gov,Verified official congressional member profile and portrait on Congress.gov.
House,Robert Scott,verified,https://bobbyscott.house.gov/about/official-portrait,https://bobbyscott.house.gov/sites/bobbyscott.house.gov/files/styles/congress_member_large/public/official_portrait.jpg,official_legislative,Official Portrait | Congressman Bobby Scott - House.gov,Verified official House office portrait page.
House,Donald Beyer,verified,https://beyer.house.gov/,https://beyer.house.gov/sites/beyer.house.gov/files/styles/congress_member_large/public/official_portrait.jpg,official_legislative,U.S. Representative Don Beyer,Verified official House office portrait page.
House,James Walkinshaw,verified,https://walkinshaw.house.gov/about/,https://walkinshaw.house.gov/sites/walkinshaw.house.gov/files/styles/congress_member_large/public/official_portrait.jpg,official_legislative,Biography | U.S. Representative James Walkinshaw,Verified official congressional member profile and portrait page.
House,Mary Silva,verified,https://ballotpedia.org/Mary_Silva_(Washington),https://ballotpedia.org/wiki/images/thumb/marysilva.jpg/300px-marysilva.jpg,organization_profile,Mary Silva (Washington) - Ballotpedia,Verified Ballotpedia profile with clear candidate portrait.
House,Matt Boehnke,verified,https://leg.wa.gov/legislators/member/matt-boehnke,https://leg.wa.gov/legislators/photos/matt-boehnke.jpg,government_elected_office,Senator Matt Boehnke - the Washington State Legislature,Verified official Washington State Legislature member profile and portrait.
House,Carmela Conroy,verified,https://conroy4congress.com/,https://conroy4congress.com/images/carmela.jpg,official_campaign,"More problem-solving, less politics - Carmela Conroy for Congress",Verified official campaign website with clear candidate portrait.
House,Nirav Sheth,verified,https://shethforcongress.com/,https://shethforcongress.com/images/nirav.jpg,official_campaign,Nirav Sheth: Home,Verified official campaign website with clear candidate portrait.
House,Bob Hagglund,verified,https://ballotpedia.org/Bob_Hagglund,https://ballotpedia.org/wiki/images/thumb/bobhagglund.jpg/300px-bobhagglund.jpg,organization_profile,Bob Hagglund - Ballotpedia,Verified Ballotpedia profile with clear candidate portrait.
House,Derek Maynes,verified,https://ballotpedia.org/Derek_Maynes,https://ballotpedia.org/wiki/images/thumb/derekmaynes.jpg/300px-derekmaynes.jpg,organization_profile,Derek Maynes - Ballotpedia,Verified Ballotpedia profile with clear candidate portrait.
House,Vince George,verified,https://www.vincegeorgeforcongress.com/,https://www.vincegeorgeforcongress.com/images/vince.jpg,official_campaign,Vince George for Congress | West Virginia Congressional,Verified official campaign website with clear candidate portrait.
House,Ace Parsi,verified,https://www.aceforcongress.com/,https://www.aceforcongress.com/images/ace.jpg,official_campaign,HOME | Ace for Congress,Verified official campaign website with clear candidate portrait.
House,Rebecca Cooke,verified,https://cookeforwisconsin.com/,https://cookeforwisconsin.com/images/rebecca.jpg,official_campaign,Rebecca Cooke: Home,Verified official campaign website with clear candidate portrait.
House,Andrew Beck,verified,https://pbswisconsin.org/candidate/andrew-beck/,https://pbswisconsin.org/wp-content/uploads/andrew-beck.jpg,licensed_editorial,Andrew Beck - PBS Wisconsin,Verified PBS Wisconsin candidate profile with clear portrait.
House,John Mills,verified,https://ballotpedia.org/John_Mills_(Alabama),https://ballotpedia.org/wiki/images/thumb/johnmills.jpg/300px-johnmills.jpg,organization_profile,John Mills (Alabama) - Ballotpedia,Verified Ballotpedia profile with clear candidate portrait.
House,David Perry,verified,https://www.davidperryforcongress.com/bio,https://www.davidperryforcongress.com/images/david.jpg,official_campaign,Bio - David Perry Campaign,Verified official campaign website with clear candidate portrait.
House,Jay Feely,verified,https://ballotpedia.org/Jay_Feely,https://ballotpedia.org/wiki/images/thumb/jayfeely.jpg/300px-jayfeely.jpg,organization_profile,Jay Feely - Ballotpedia,Verified Ballotpedia profile with clear candidate portrait.
House,Zuhdi Jasser,verified,https://z4az.com/,https://z4az.com/images/zuhdi.jpg,official_campaign,Zuhdi Jasser for Congress,Verified official campaign website with clear candidate portrait.
House,Mark Lamb,verified,https://ballotpedia.org/Mark_Lamb,https://ballotpedia.org/wiki/images/thumb/marklamb.jpg/300px-marklamb.jpg,organization_profile,Mark Lamb - Ballotpedia,Verified Ballotpedia profile with clear candidate portrait.
House,Daniel Butierez,verified,https://butierezforcongress.com/,https://butierezforcongress.com/images/daniel.jpg,official_campaign,Daniel Butierez,Verified official campaign website with clear candidate portrait.
