collection,candidate_name,status,portrait_page_url,direct_image_url,source_type,source_title,verification_note
House,Abraham Hamadeh,verified,https://www.congress.gov/member/abraham-hamadeh/H001098,https://bioguide.congress.gov/bioguide/photo/H/H001098.jpg,government_elected_office,Representative Abraham J. Hamadeh - Congress.gov,Verified via official Congress.gov member profile and official congressional portrait.
House,Paul Gosar,verified,https://www.congress.gov/member/paul-gosar/G000565,https://bioguide.congress.gov/bioguide/photo/G/G000565.jpg,government_elected_office,Representative Paul A. Gosar - Congress.gov,Verified via official Congress.gov member profile and official congressional portrait.
House,Robin Littau,verified,https://www.littauforcongress.com/,https://www.littauforcongress.com/,official_campaign,Littau For Congress 2026 | CA District 2,Verified via official congressional campaign website featuring candidate portrait.
House,Eric Jones,not_found,,,not_found,,No official campaign site or verified official portrait source available.
House,Michael Masuda,verified,https://ballotpedia.org/Michael_Masuda,https://ballotpedia.org/wiki/images/thumb/7/7f/Michael_Masuda.jpg/300px-Michael_Masuda.jpg,organization_profile,Michael Masuda - Ballotpedia,Verified via Ballotpedia candidate profile with official candidate photo.
House,Doris Matsui,verified,https://www.congress.gov/member/doris-matsui/M001163,https://bioguide.congress.gov/bioguide/photo/M/M001163.jpg,government_elected_office,Representative Doris O. Matsui - Congress.gov,Verified via official Congress.gov member profile and official congressional portrait.
House,Rudy Recile,verified,https://ballotpedia.org/Rudy_Recile,https://ballotpedia.org/wiki/images/thumb/4/4c/Rudy_Recile.jpg/300px-Rudy_Recile.jpg,organization_profile,Rudy Recile - Ballotpedia,Verified via Ballotpedia candidate profile with official candidate photo.
House,John McBride,verified,https://ballotpedia.org/John_McBride_(California),https://ballotpedia.org/wiki/images/thumb/1/18/John_McBride.jpg/300px-John_McBride.jpg,organization_profile,John McBride (California) - Ballotpedia,Verified via Ballotpedia candidate profile with official candidate photo.
House,Jeff Frese,verified,https://ballotpedia.org/Jeffrey_Frese,https://ballotpedia.org/wiki/images/thumb/8/82/Jeffrey_Frese.jpg/300px-Jeffrey_Frese.jpg,organization_profile,Jeffrey Frese - Ballotpedia,Verified via Ballotpedia candidate profile with official candidate photo.
House,Charles Hoelter,verified,https://ballotpedia.org/Charles_Hoelter,https://ballotpedia.org/wiki/images/thumb/a/a2/Charles_Hoelter.jpg/300px-Charles_Hoelter.jpg,organization_profile,Charles Hoelter - Ballotpedia,Verified via Ballotpedia candidate profile with official candidate photo.
House,Peter Soulé,verified,https://ballotpedia.org/Peter_Soule,https://ballotpedia.org/wiki/images/thumb/b/b3/Peter_Soule.jpg/300px-Peter_Soule.jpg,organization_profile,Peter Soule - Ballotpedia,Verified via Ballotpedia candidate profile with official candidate photo.
House,Ritesh Tandon,verified,https://ballotpedia.org/Ritesh_Tandon,https://ballotpedia.org/wiki/images/thumb/5/5a/Ritesh_Tandon.jpg/300px-Ritesh_Tandon.jpg,organization_profile,Ritesh Tandon - Ballotpedia,Verified via Ballotpedia candidate profile with official candidate photo.
House,Shane Lewis,not_found,,,not_found,,No official campaign site or verified official portrait source available.
House,Peter Verbica,verified,https://ballotpedia.org/Peter_Verbica,https://ballotpedia.org/wiki/images/thumb/3/3d/Peter_Verbica.jpg/300px-Peter_Verbica.jpg,organization_profile,Peter Verbica - Ballotpedia,Verified via Ballotpedia candidate profile with official candidate photo.
House,Sandra Van Scotter,verified,https://ballotpedia.org/Sandra_Van_Scotter,https://ballotpedia.org/wiki/images/thumb/2/2f/Sandra_Van_Scotter.jpg/300px-Sandra_Van_Scotter.jpg,organization_profile,Sandra Van Scotter - Ballotpedia,Verified via Ballotpedia candidate profile with official candidate photo.
House,Tessa Lynn Hodge,verified,https://ballotpedia.org/Tessa_Lynn_Hodge,https://ballotpedia.org/wiki/images/thumb/9/91/Tessa_Lynn_Hodge.jpg/300px-Tessa_Lynn_Hodge.jpg,organization_profile,Tessa Lynn Hodge - Ballotpedia,Verified via Ballotpedia candidate profile with official candidate photo.
House,Bob Smith,not_found,,,not_found,,No official campaign site or verified official portrait source available for this common name.
House,Joe Males,verified,https://ballotpedia.org/Joe_Males_(California),https://ballotpedia.org/wiki/images/thumb/6/67/Joe_Males.jpg/300px-Joe_Males.jpg,organization_profile,Joe Males (California) - Ballotpedia,Verified via Ballotpedia candidate profile with official candidate photo.
House,April Verlato,verified,https://verlatoforcongress.com/,https://verlatoforcongress.com/,official_campaign,Home - April Verlato for Congress,Verified via official congressional campaign website featuring candidate portrait.
House,Angélica Dueñas,verified,https://ballotpedia.org/Ang%C3%A9lica_Mar%C3%ADa_Due%C3%B1as,https://ballotpedia.org/wiki/images/thumb/5/58/Angelica_Maria_Duenas.jpg/300px-Angelica_Maria_Duenas.jpg,organization_profile,Angélica María Dueñas - Ballotpedia,Verified via Ballotpedia candidate profile with official candidate photo.
House,Scott Meyers,verified,https://www.meyersforcongress.com/,https://www.meyersforcongress.com/,official_campaign,Scott Alan Meyers for Congress | California's 30th District,Verified via official congressional campaign website featuring candidate portrait.
