collection,candidate_name,status,portrait_page_url,direct_image_url,source_type,source_title,verification_note
House,Andrew Beck,not_found,https://pbswisconsin.org/candidate/andrew-beck/,,,,"Official PBS Wisconsin profile exists, but direct portrait image URL returns HTTP 403 Forbidden."
House,Eric Jones,not_found,,,,,"No official campaign, government, legislative, or reputable profile page could be identified across exhaustive searches."
House,Shane Lewis,not_found,,,,,"No official campaign, government, legislative, or reputable profile page could be identified across exhaustive searches."
House,Bob Smith,not_found,,,,,"No official campaign, government, legislative, or reputable profile page could be identified across exhaustive searches."
House,Ricardo Cabrera,verified,https://www.cabreraforcongress2026.com/,"https://static.wixstatic.com/media/4f5ef7_b89818a62d714061b9034b029c0cbfa2~mv2.jpg/v1/fill/w_302,h_300,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/selfy.jpg",official_campaign,Ricardo Cabrera for Congress 2026 Official Campaign Website,"Official campaign page confirmed with candidate name and photo; direct portrait image URL loads successfully (HTTP 200, JPEG)."
House,Christy Peterson,not_found,https://christyforamerica.us/,,,,"Campaign website exists or returns access restrictions, but no valid candidate portrait image is present or accessible."
House,Jillian Gilchrest,verified,https://voteforjillian.com/,https://content.app-sources.com/s/330771068128922441/uploads/JILLIAN/jillian-gilchrest-01-6044381.jpg?format=webp,official_campaign,Vote for Jillian Official Campaign Website,"Official campaign page confirmed with candidate name and photo; direct portrait image URL loads successfully (HTTP 200, WebP)."
House,Jim Kingston,not_found,https://ballotpedia.org/James_Kingston_(Georgia),,,,"Ballotpedia profile exists, but only contains placeholder silhouette images without an uploaded candidate portrait."
House,Matt Day,verified,https://www.votemattday.com/,"https://static.wixstatic.com/media/5a3034_04b7130db2ea47d689cc5fc64ba99b4b~mv2.jpg/v1/fill/w_493,h_370,fp_0.48_0.49,q_90,enc_avif,quality_auto/5a3034_04b7130db2ea47d689cc5fc64ba99b4b~mv2.jpg",official_campaign,Vote Matt Day Official Campaign Website,"Official campaign page confirmed with candidate name and photo; direct portrait image URL loads successfully (HTTP 200, JPEG)."
House,Jim Duffie,not_found,https://ballotpedia.org/James_Duffie,,,,"Ballotpedia profile exists, but only contains placeholder silhouette images without an uploaded candidate portrait."
House,J. Salvesen,not_found,https://ballotpedia.org/John_Salvesen,,,,"Ballotpedia profile exists, but only contains placeholder silhouette images without an uploaded candidate portrait."
House,Justin Pinker,not_found,https://justinpinkerforcongress.com/,,,,"Campaign website exists or returns access restrictions, but no valid candidate portrait image is present or accessible."
House,Jeanine Driscoll,not_found,,,,,"No official campaign, government, legislative, or reputable profile page could be identified across exhaustive searches."
House,George Marsh,not_found,,,,,"No official campaign, government, legislative, or reputable profile page could be identified across exhaustive searches."
House,Melvin Rivera,not_found,,,,,"No official campaign, government, legislative, or reputable profile page could be identified across exhaustive searches."
House,Lewis Mizrahi,not_found,,,,,"No official campaign, government, legislative, or reputable profile page could be identified across exhaustive searches."
House,Jennifer Moore,not_found,,,,,"No official campaign, government, legislative, or reputable profile page could be identified across exhaustive searches."
House,Stylo Sapaskis,not_found,,,,,"No official campaign, government, legislative, or reputable profile page could be identified across exhaustive searches."
House,Joseph Cinquemani,not_found,,,,,"No official campaign, government, legislative, or reputable profile page could be identified across exhaustive searches."
House,Jackie Auringer,not_found,,,,,"No official campaign, government, legislative, or reputable profile page could be identified across exhaustive searches."
House,Peter Oberacker,not_found,https://www.nysenate.gov/senators/peter-a-oberacker,,,,"Official New York Senate profile exists, but page and direct image URL return HTTP 403/404 errors."
House,Ralph Ambrosio,not_found,,,,,"No official campaign, government, legislative, or reputable profile page could be identified across exhaustive searches."
House,Kailee Buller,not_found,,,,,"No official campaign, government, legislative, or reputable profile page could be identified across exhaustive searches."
House,Virginia McIntyre,not_found,,,,,"No official campaign, government, legislative, or reputable profile page could be identified across exhaustive searches."
House,Dennis Hannon,not_found,,,,,"No official campaign, government, legislative, or reputable profile page could be identified across exhaustive searches."
House,Eugene Douglass,not_found,,,,,"No official campaign, government, legislative, or reputable profile page could be identified across exhaustive searches."
House,Mahesh Ganorkar,not_found,,,,,"No official campaign, government, legislative, or reputable profile page could be identified across exhaustive searches."
House,Jack Codiga,not_found,,,,,"No official campaign, government, legislative, or reputable profile page could be identified across exhaustive searches."
House,Eric Conroy,not_found,,,,,"No official campaign, government, legislative, or reputable profile page could be identified across exhaustive searches."
House,Cleophus Dulaney,not_found,,,,,"No official campaign, government, legislative, or reputable profile page could be identified across exhaustive searches."
