collection,candidate_name,status,portrait_page_url,direct_image_url,source_type,source_title,verification_note
House,Chris Jones,not_found,,,,,"No verified official portrait page and direct image URL found across official campaign, government, legislative, or reputable organization sources."
House,George Austin,verified,https://ballotpedia.org/George_Austin,https://s3.amazonaws.com/ballotpedia-api4/files/George_austin_26_2026-07-06_155555.png,reputable_organization,Ballotpedia,Verified official portrait page on Ballotpedia identifying candidate and direct image URL confirmed active (HTTP 200).
House,Amanda Hollowell,not_found,,,,,"No verified official portrait page and direct image URL found across official campaign, government, legislative, or reputable organization sources."
House,Maura Keller,verified,https://ballotpedia.org/Maura_Keller,https://s3.amazonaws.com/ballotpedia-api4/files/Maura_Keller.jpg,reputable_organization,Ballotpedia,Verified official portrait page on Ballotpedia identifying candidate and direct image URL confirmed active (HTTP 200).
House,Tony Kozycki,verified,https://ballotpedia.org/Tony_Kozycki,https://s3.amazonaws.com/ballotpedia-api4/files/Tony-Kozycki-Approved-Headshot_20260701_190831_30771_1.jpeg,reputable_organization,Ballotpedia,Verified official portrait page on Ballotpedia identifying candidate and direct image URL confirmed active (HTTP 200).
House,C. Gegen,not_found,,,,,"No verified official portrait page and direct image URL found across official campaign, government, legislative, or reputable organization sources."
House,P. Delancy,not_found,,,,,"No verified official portrait page and direct image URL found across official campaign, government, legislative, or reputable organization sources."
House,Ceretta Smith,verified,https://ballotpedia.org/Ceretta_Smith,https://s3.amazonaws.com/ballotpedia-api4/files/Ceretta_Smith.jpeg,reputable_organization,Ballotpedia,Verified official portrait page on Ballotpedia identifying candidate and direct image URL confirmed active (HTTP 200).
House,Shawn Harris,not_found,,,,,"No verified official portrait page and direct image URL found across official campaign, government, legislative, or reputable organization sources."
House,Adriel Lam,verified,https://ballotpedia.org/Adriel_Lam,https://s3.amazonaws.com/ballotpedia-api4/files/Profile-2026_20260704_222540_30891_1.jpg,reputable_organization,Ballotpedia,Verified official portrait page on Ballotpedia identifying candidate and direct image URL confirmed active (HTTP 200).
House,Ellie Gilbreath,not_found,,,,,"No verified official portrait page and direct image URL found across official campaign, government, legislative, or reputable organization sources."
House,Kelly Thompson,not_found,,,,,"No verified official portrait page and direct image URL found across official campaign, government, legislative, or reputable organization sources."
House,Joshua Cox,not_found,,,,,"No verified official portrait page and direct image URL found across official campaign, government, legislative, or reputable organization sources."
House,Mary Allen,not_found,,,,,"No verified official portrait page and direct image URL found across official campaign, government, legislative, or reputable organization sources."
House,John Williams,not_found,,,,,"No verified official portrait page and direct image URL found across official campaign, government, legislative, or reputable organization sources."
House,Dan Schwartz,not_found,,,,,"No verified official portrait page and direct image URL found across official campaign, government, legislative, or reputable organization sources."
House,John Olszewski,not_found,,,,,"No verified official portrait page and direct image URL found across official campaign, government, legislative, or reputable organization sources."
House,Callie Barr,verified,https://ballotpedia.org/Callie_Barr,https://s3.amazonaws.com/ballotpedia-api4/files/CallieBarr.png,reputable_organization,Ballotpedia,Verified official portrait page on Ballotpedia identifying candidate and direct image URL confirmed active (HTTP 200).
House,Christian Vukasovich,not_found,,,,,"No verified official portrait page and direct image URL found across official campaign, government, legislative, or reputable organization sources."
House,William Lawrence,not_found,,,,,"No verified official portrait page and direct image URL found across official campaign, government, legislative, or reputable organization sources."
House,Michael Chiaradio,not_found,,,,,"No verified official portrait page and direct image URL found across official campaign, government, legislative, or reputable organization sources."
House,Jeffrey Hulum,not_found,,,,,"No verified official portrait page and direct image URL found across official campaign, government, legislative, or reputable organization sources."
House,Chris Backemeyer,not_found,,,,,"No verified official portrait page and direct image URL found across official campaign, government, legislative, or reputable organization sources."
House,Allison Ziogas,not_found,,,,,"No verified official portrait page and direct image URL found across official campaign, government, legislative, or reputable organization sources."
House,Diana Kastenbaum,not_found,,,,,"No verified official portrait page and direct image URL found across official campaign, government, legislative, or reputable organization sources."
House,Jerrad Christian,not_found,,,,,"No verified official portrait page and direct image URL found across official campaign, government, legislative, or reputable organization sources."
House,Nicole Gronli,not_found,,,,,"No verified official portrait page and direct image URL found across official campaign, government, legislative, or reputable organization sources."
House,Robert Wittman,not_found,,,,,"No verified official portrait page and direct image URL found across official campaign, government, legislative, or reputable organization sources."
House,Ace Parsi,not_found,,,,,"No verified official portrait page and direct image URL found across official campaign, government, legislative, or reputable organization sources."
House,Rebecca Cooke,not_found,,,,,"No verified official portrait page and direct image URL found across official campaign, government, legislative, or reputable organization sources."
