collection,candidate_name,status,portrait_page_url,direct_image_url,source_type,source_title,verification_note
Governor,Cindy Holscher,not_found,,,licensed_editorial,,Prior direct image URL failed HTTP validation (400/403/404) or profile lacked a verified direct loading portrait URL from official/licensed sources.
Governor,Jermaine Johnson,not_found,,,official_legislative,,Prior direct image URL failed HTTP validation (400/403/404) or profile lacked a verified direct loading portrait URL from official/licensed sources.
Governor,Sarah Godlewski,not_found,,,government_elected_office,,Prior direct image URL failed HTTP validation (400/403/404) or profile lacked a verified direct loading portrait URL from official/licensed sources.
Governor,Kenneth Casner,not_found,,,licensed_editorial,,Prior direct image URL failed HTTP validation (400/403/404) or profile lacked a verified direct loading portrait URL from official/licensed sources.
Governor,Ryan Fazio,not_found,,,official_campaign,,Prior direct image URL failed HTTP validation (400/403/404) or profile lacked a verified direct loading portrait URL from official/licensed sources.
Governor,Ty Masterson,not_found,,,official_legislative,,Prior direct image URL failed HTTP validation (400/403/404) or profile lacked a verified direct loading portrait URL from official/licensed sources.
Governor,Lisa Demuth,not_found,,,official_legislative,,Prior direct image URL failed HTTP validation (400/403/404) or profile lacked a verified direct loading portrait URL from official/licensed sources.
Governor,Alan Wilson,not_found,,,government_elected_office,,Prior direct image URL failed HTTP validation (400/403/404) or profile lacked a verified direct loading portrait URL from official/licensed sources.
Governor,David Varnam,not_found,,,official_campaign,,Prior direct image URL failed HTTP validation (400/403/404) or profile lacked a verified direct loading portrait URL from official/licensed sources.
Governor,Eric Barlow,not_found,,,official_legislative,,Prior direct image URL failed HTTP validation (400/403/404) or profile lacked a verified direct loading portrait URL from official/licensed sources.
Black Representation,Melat Kiros,not_found,,,official_campaign,,Prior direct image URL failed HTTP validation (400/403/404) or profile lacked a verified direct loading portrait URL from official/licensed sources.
Black Representation,Chris Jones,not_found,,,official_campaign,,Prior direct image URL failed HTTP validation (400/403/404) or profile lacked a verified direct loading portrait URL from official/licensed sources.
Black Representation,Robert White,not_found,,,official_campaign,,Prior direct image URL failed HTTP validation (400/403/404) or profile lacked a verified direct loading portrait URL from official/licensed sources.
Black Representation,Amanda Hollowell,not_found,,,official_campaign,,Prior direct image URL failed HTTP validation (400/403/404) or profile lacked a verified direct loading portrait URL from official/licensed sources.
Black Representation,Pamela DeLancy,not_found,,,official_campaign,,Prior direct image URL failed HTTP validation (400/403/404) or profile lacked a verified direct loading portrait URL from official/licensed sources.
Black Representation,Jasmine Clark,not_found,,,official_legislative,,Prior direct image URL failed HTTP validation (400/403/404) or profile lacked a verified direct loading portrait URL from official/licensed sources.
Black Representation,Jeffrey Hulum III,not_found,,,official_legislative,,Prior direct image URL failed HTTP validation (400/403/404) or profile lacked a verified direct loading portrait URL from official/licensed sources.
Black Representation,Cyril Jefferson,not_found,,,official_campaign,,Prior direct image URL failed HTTP validation (400/403/404) or profile lacked a verified direct loading portrait URL from official/licensed sources.
Black Representation,N’Kiyla Jasmine Thomas,not_found,,,official_campaign,,Prior direct image URL failed HTTP validation (400/403/404) or profile lacked a verified direct loading portrait URL from official/licensed sources.
Black Representation,Frederick D. Haynes III,not_found,,,official_campaign,,Prior direct image URL failed HTTP validation (400/403/404) or profile lacked a verified direct loading portrait URL from official/licensed sources.
Black Representation,Anthony Driver,not_found,,,official_campaign,,Prior direct image URL failed HTTP validation (400/403/404) or profile lacked a verified direct loading portrait URL from official/licensed sources.
Black Representation,Yasmeen Bankole,not_found,,,official_campaign,,Prior direct image URL failed HTTP validation (400/403/404) or profile lacked a verified direct loading portrait URL from official/licensed sources.
Black Representation,Ardelia Holmes,not_found,,,official_campaign,,Prior direct image URL failed HTTP validation (400/403/404) or profile lacked a verified direct loading portrait URL from official/licensed sources.
Black Representation,Sean Freeman,not_found,,,official_campaign,,Prior direct image URL failed HTTP validation (400/403/404) or profile lacked a verified direct loading portrait URL from official/licensed sources.
Black Representation,Chris Rabb,not_found,,,official_campaign,,Prior direct image URL failed HTTP validation (400/403/404) or profile lacked a verified direct loading portrait URL from official/licensed sources.
Black Representation,William Parker,not_found,,,official_campaign,,Prior direct image URL failed HTTP validation (400/403/404) or profile lacked a verified direct loading portrait URL from official/licensed sources.
Black Representation,Dax Alexander,not_found,,,official_campaign,,Prior direct image URL failed HTTP validation (400/403/404) or profile lacked a verified direct loading portrait URL from official/licensed sources.
Black Representation,Maurice Mercer,not_found,,,official_campaign,,Prior direct image URL failed HTTP validation (400/403/404) or profile lacked a verified direct loading portrait URL from official/licensed sources.
