collection,candidate_name,status,portrait_page_url,direct_image_url,source_type,source_title,verification_note
Senate,Mark Baisley,verified,https://leg.colorado.gov/legislators/mark-baisley,"https://leg.colorado.gov/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBK2hTQXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--7e5bc18c718b71be8507a78ac7fd5c9f047b70ae/Baisley,%20Mark.jpg",official_legislative,Senator Mark Baisley | Colorado General Assembly,Verified official Colorado General Assembly legislative portrait page and loading direct image URL (status 200).
House,Adelita Grijalva,verified,https://grijalva.house.gov/about/about,https://grijalva.house.gov/sites/evo-subsites/grijalva.house.gov/files/styles/large/public/evo-media-image/copy_c1bf8422-4591-4ae5-a419-a7b9f79fc60b.jpeg.webp,government_elected_office,About | Representative Adelita Grijalva - House.gov,Verified official U.S. House profile portrait page and loading direct image URL (status 200).
House,Danielle Sterbinsky,not_found,,,,,No verified official or licensed portrait page with a loading direct image URL could be located.
House,Chris Jones,not_found,,,,,No verified official or licensed portrait page with a loading direct image URL could be located.
House,Melat Kiros,verified,https://www.kirosforco.com/,https://run.imgix.net/5c421abd-b5fa-4e5e-9893-40eb7f1ac5f1/487f8ab8-ddcd-4c00-b128-9e53a65e0a99/487f8ab8-ddcd-4c00-b128-9e53a65e0a99.jpg,official_campaign,Kiros for Congress | Melat Kiros for Colorado's First District,Verified active campaign portrait image URL on official campaign site loading successfully with status 200.
House,George Austin,not_found,,,,,No verified official or licensed portrait page with a loading direct image URL could be located.
House,Christopher Lancia,not_found,,,,,No verified official or licensed portrait page with a loading direct image URL could be located.
House,Nicole Locklin,not_found,,,,,No verified official or licensed portrait page with a loading direct image URL could be located.
House,Phil Ehr,not_found,,,,,No verified official or licensed portrait page with a loading direct image URL could be located.
House,Amanda Hollowell,not_found,,,,,No verified official or licensed portrait page with a loading direct image URL could be located.
House,Maura Keller,not_found,,,,,No verified official or licensed portrait page with a loading direct image URL could be located.
House,Tony Kozycki,not_found,,,,,No verified official or licensed portrait page with a loading direct image URL could be located.
House,Kelly Esti,not_found,,,,,No verified official or licensed portrait page with a loading direct image URL could be located.
House,C. Gegen,not_found,,,,,No verified official or licensed portrait page with a loading direct image URL could be located.
House,P. Delancy,not_found,,,,,No verified official or licensed portrait page with a loading direct image URL could be located.
House,Chris Harden,not_found,,,,,No verified official or licensed portrait page with a loading direct image URL could be located.
House,Ceretta Smith,not_found,,,,,No verified official or licensed portrait page with a loading direct image URL could be located.
House,Shawn Harris,not_found,,,,,No verified official or licensed portrait page with a loading direct image URL could be located.
House,Adriel Lam,not_found,,,,,No verified official or licensed portrait page with a loading direct image URL could be located.
House,Brenton Awa,verified,https://civilbeat.digitaldemocracy.org/legislators/brenton-awa-187579,https://wp-civilbeat.digitaldemocracy.org/wp-content/uploads/sites/3/2025/06/Brenton-Awa-Brenton_Awa_187579.png,official_legislative,Brenton Awa - Digital Democracy | Civil Beat,Verified official legislative database profile portrait page and loading direct image URL (status 200).
House,Kaylee Peterson,not_found,,,,,No verified official or licensed portrait page with a loading direct image URL could be located.
House,Ellie Gilbreath,not_found,,,,,No verified official or licensed portrait page with a loading direct image URL could be located.
House,Jamee Decio,not_found,,,,,No verified official or licensed portrait page with a loading direct image URL could be located.
House,Kelly Thompson,not_found,,,,,No verified official or licensed portrait page with a loading direct image URL could be located.
House,Joshua Cox,not_found,,,,,No verified official or licensed portrait page with a loading direct image URL could be located.
House,J.D. Ford,verified,https://indianasenatedemocrats.org/senator/s29/,https://indianasenatedemocrats.org/wp-content/uploads/2024/08/Ford_Headshot-with-State-Flag.jpg,government_elected_office,State Senator J.D. Ford - Indiana Senate Democrats,Verified official Indiana Senate Democratic caucus profile portrait page and loading direct image URL (status 200).
House,Cynthia Wirth,not_found,,,,,No verified official or licensed portrait page with a loading direct image URL could be located.
House,Mary Allen,not_found,,,,,No verified official or licensed portrait page with a loading direct image URL could be located.
House,Brad Meyer,not_found,,,,,No verified official or licensed portrait page with a loading direct image URL could be located.
House,John Williams,not_found,,,,,No verified official or licensed portrait page with a loading direct image URL could be located.
