collection,candidate_name,status,portrait_page_url,direct_image_url,source_type,source_title,verification_note
House,Jerrad Christian,not_found,,,,,"Could not find a valid, loading direct portrait image URL from official, legislative, organization, or licensed editorial sources."
House,Chris Rabb,verified,https://www.wikidata.org/wiki/Q51754940,https://commons.wikimedia.org/wiki/Special:FilePath/Chris%20Rabb%2C%20James%20L.%20Knight%20Foundation.jpg,licensed_editorial,Wikidata / Wikimedia Commons profile for Chris Rabb,Successfully verified portrait image URL from Wikimedia Commons via Wikidata.
House,Nicole Gronli,not_found,,,,,"Could not find a valid, loading direct portrait image URL from official, legislative, organization, or licensed editorial sources."
House,Robert Wittman,verified,https://www.congress.gov/member/robert-wittman/W000804,https://bioguide.congress.gov/bioguide/photo/W/W000804.jpg,government_elected_office,Congress.gov Member Profile for Robert Wittman,Verified official congressional portrait from Bioguide.
House,Elaine Luria,verified,https://www.wikidata.org/wiki/Q58323073,https://commons.wikimedia.org/wiki/Special:FilePath/Elaine%20Luria%2C%20Official%20Portrait%2C%20116th%20Congress.jpg,licensed_editorial,Wikidata / Wikimedia Commons profile for Elaine Luria,Successfully verified official portrait image URL from Wikimedia Commons via Wikidata.
House,Matt Boehnke,verified,https://www.wikidata.org/wiki/Q74881096,https://commons.wikimedia.org/wiki/Special:FilePath/Matt%20Boehnke%20%28cropped%29.jpg,licensed_editorial,Wikidata / Wikimedia Commons profile for Matt Boehnke,Successfully verified portrait image URL from Wikimedia Commons via Wikidata.
House,Carmela Conroy,not_found,,,,,"Could not find a valid, loading direct portrait image URL from official, legislative, organization, or licensed editorial sources."
House,Ace Parsi,not_found,,,,,"Could not find a valid, loading direct portrait image URL from official, legislative, organization, or licensed editorial sources."
House,Rebecca Cooke,not_found,,,,,"Could not find a valid, loading direct portrait image URL from official, legislative, organization, or licensed editorial sources."
House,Andrew Beck,not_found,,,,,"Could not find a valid, loading direct portrait image URL from official, legislative, organization, or licensed editorial sources."
House,Abraham Hamadeh,verified,https://www.congress.gov/member/abraham-hamadeh/H001098,https://bioguide.congress.gov/bioguide/photo/H/H001098.jpg,government_elected_office,Congress.gov Member Profile for Abraham Hamadeh,Verified official congressional portrait from Bioguide.
House,Paul Gosar,verified,https://www.congress.gov/member/paul-gosar/G000565,https://bioguide.congress.gov/bioguide/photo/G/G000565.jpg,government_elected_office,Congress.gov Member Profile for Paul Gosar,Verified official congressional portrait from Bioguide.
House,Eric Jones,not_found,,,,,"Could not find a valid, loading direct portrait image URL from official, legislative, organization, or licensed editorial sources."
House,Doris Matsui,verified,https://www.congress.gov/member/doris-matsui/M001163,https://bioguide.congress.gov/bioguide/photo/M/M001163.jpg,government_elected_office,Congress.gov Member Profile for Doris Matsui,Verified official congressional portrait from Bioguide.
House,Shane Lewis,not_found,,,,,"Could not find a valid, loading direct portrait image URL from official, legislative, organization, or licensed editorial sources."
House,Bob Smith,not_found,,,,,"Could not find a valid, loading direct portrait image URL from official, legislative, organization, or licensed editorial sources."
House,Ricardo Cabrera,not_found,,,,,"Could not find a valid, loading direct portrait image URL from official, legislative, organization, or licensed editorial sources."
House,Christy Peterson,not_found,,,,,"Could not find a valid, loading direct portrait image URL from official, legislative, organization, or licensed editorial sources."
House,Jason Clark,not_found,,,,,"Could not find a valid, loading direct portrait image URL from official, legislative, organization, or licensed editorial sources."
House,Jillian Gilchrest,not_found,,,,,"Could not find a valid, loading direct portrait image URL from official, legislative, organization, or licensed editorial sources."
House,Tom Wells,not_found,,,,,"Could not find a valid, loading direct portrait image URL from official, legislative, organization, or licensed editorial sources."
House,John Liccione,not_found,,,,,"Could not find a valid, loading direct portrait image URL from official, legislative, organization, or licensed editorial sources."
House,Christopher Irizarry,not_found,,,,,"Could not find a valid, loading direct portrait image URL from official, legislative, organization, or licensed editorial sources."
House,Jim Kingston,not_found,,,,,"Could not find a valid, loading direct portrait image URL from official, legislative, organization, or licensed editorial sources."
House,Matt Day,not_found,,,,,"Could not find a valid, loading direct portrait image URL from official, legislative, organization, or licensed editorial sources."
House,Jim Duffie,not_found,,,,,"Could not find a valid, loading direct portrait image URL from official, legislative, organization, or licensed editorial sources."
House,J. Salvesen,not_found,,,,,"Could not find a valid, loading direct portrait image URL from official, legislative, organization, or licensed editorial sources."
House,Justin Pinker,not_found,,,,,"Could not find a valid, loading direct portrait image URL from official, legislative, organization, or licensed editorial sources."
House,John Cowan,not_found,,,,,"Could not find a valid, loading direct portrait image URL from official, legislative, organization, or licensed editorial sources."
House,Jeanine Driscoll,not_found,,,,,"Could not find a valid, loading direct portrait image URL from official, legislative, organization, or licensed editorial sources."
