collection,candidate_name,status,portrait_page_url,direct_image_url,source_type,source_title,verification_note
Black Representation,Melat Kiros,verified,https://www.kirosforco.com/,https://images.squarespace-cdn.com/content/v1/67bc5c9931b0fc21074e2d27/4ef35efb-614e-4f59-8664-9fc2d371d3e1/Melat+Kiros+-+Website+Headshot.jpg,official_campaign,Kiros for Congress Official Website,Verified official campaign portrait page and direct headshot image URL.
Black Representation,Chris Jones,not_found,,,,,Official campaign or legislative portrait page lacks a directly verifiable static raster portrait image URL for Chris Jones.
Black Representation,Robert White,not_found,,,,,Official campaign or legislative portrait page lacks a directly verifiable static raster portrait image URL for Robert White.
Black Representation,Amanda Hollowell,verified,https://www.amandaforga.com/,https://images.squarespace-cdn.com/content/v1/6879022f5686401f7b648b84/be60b33a-ad96-48d2-9e0b-c1b9f6129a44/amandahero-BACKGROUND.jpg,official_campaign,Amanda Hollowell for Congress Official Website,Verified official campaign website and direct hero image URL.
Black Representation,Pamela DeLancy,not_found,,,,,Official campaign or legislative portrait page lacks a directly verifiable static raster portrait image URL for Pamela DeLancy.
Black Representation,Jasmine Clark,not_found,,,,,Official campaign or legislative portrait page lacks a directly verifiable static raster portrait image URL for Jasmine Clark.
Black Representation,Jeffrey Hulum III,verified,https://www.jeffreyhulumiiiforcongress.com/,https://images.squarespace-cdn.com/content/v1/694b68bda075c00cb651a859/867af869-d239-45ea-a655-8dc28c6efadf/Hulum+profile+png+1600x1600.png,official_campaign,Jeffrey Hulum III for Congress Official Website,Verified official campaign portrait page and direct profile image URL.
Black Representation,Cyril Jefferson,verified,https://cyrilforcongress.com/,https://run.imgix.net/9737c2de-b64d-4bdb-8b6b-f4061378eaaf/237b0209-5f19-4af9-a3a7-3eff89e9e818/237b0209-5f19-4af9-a3a7-3eff89e9e818.jpeg?ixlib=js-3.8.0&bri=0&con=0&sat=0&high=0&shad=0&usm=0&rect=81%2C104%2C692%2C464&auto=compress%2Cformat&fit=fillmax&w=2048&q=75,official_campaign,Cyril Jefferson for Congress Official Website,Verified official campaign portrait page and direct image URL.
Black Representation,N’Kiyla Jasmine Thomas,verified,https://www.jasmineforok.com/about,https://images.squarespace-cdn.com/content/v1/68824b88a601dd5ba5f1c198/6151650b-e32f-4085-b1b6-e66bee43971f/jasmine-9+%281%29.jpg,official_campaign,N'Kiyla Jasmine Thomas for U.S. Senate Official Website,Verified official campaign bio page and direct portrait image URL.
Black Representation,Frederick D. Haynes III,verified,https://chapel.howard.edu/node/896,https://chapel.howard.edu/sites/chapel.howard.edu/files/styles/hc_large_480_480_cropped/public/2025-09/12.png?h=4b9264f6&itok=bSCV_qAB,government_elected_office,Howard University Andrew Rankin Memorial Chapel Biography,Verified official university chapel profile page and direct portrait image URL.
Black Representation,Anthony Driver,verified,https://driverforchange.com/,https://driverforchange.com/wp-content/uploads/2025/08/IMG_2590.jpg,official_campaign,Anthony Driver Jr. for Congress Official Website,Verified official campaign website and direct portrait image URL.
Black Representation,Yasmeen Bankole,not_found,,,,,Official campaign or legislative portrait page lacks a directly verifiable static raster portrait image URL for Yasmeen Bankole.
Black Representation,Ardelia Holmes,not_found,,,,,Official campaign or legislative portrait page lacks a directly verifiable static raster portrait image URL for Ardelia Holmes.
Black Representation,Sean Freeman,not_found,,,,,Official campaign or legislative portrait page lacks a directly verifiable static raster portrait image URL for Sean Freeman.
Black Representation,Chris Rabb,verified,https://www.pahouse.com/Rabb/About/Biography,https://www.pahouse.com/imageHandler/none/140/196/03ae0c64-aeb6-e811-8100-00155d8c8985,official_legislative,Pennsylvania House of Representatives Member Biography,Verified official legislative member biography page and direct portrait image URL.
Black Representation,William Parker,not_found,,,,,Official campaign or legislative portrait page lacks a directly verifiable static raster portrait image URL for William Parker.
Black Representation,Dax Alexander,not_found,,,,,Official campaign or legislative portrait page lacks a directly verifiable static raster portrait image URL for Dax Alexander.
Black Representation,Maurice Mercer,verified,https://www.mauricemercer.com/bio,https://images.squarespace-cdn.com/content/v1/67634f19581eb0351722e032/d9c737c3-380d-4505-bd40-c11dfb3cd01e/IMG_1026.jpeg,official_campaign,Maurice Mercer for Congress Official Website,Verified official campaign bio page and direct portrait image URL.
