collection,candidate_name,status,portrait_page_url,direct_image_url,source_type,source_title,verification_note
House,Danielle Sterbinsky,verified,https://ballotpedia.org/Danielle_Sterbinsky,https://s3.amazonaws.com/ballotpedia-api4/files/DanielleSterbinsky2025.jpeg,reputable_organization,Danielle Sterbinsky - Ballotpedia,Verified via Ballotpedia profile and official candidate portrait image.
House,Chris Jones,not_found,,,,,Ballotpedia page not found or returned 404/disambiguation.
House,George Austin,verified,https://ballotpedia.org/George_Austin,https://s3.amazonaws.com/ballotpedia-api4/files/George_austin_26_2026-07-06_155555.png,reputable_organization,George Austin - Ballotpedia,Verified via Ballotpedia profile and official candidate portrait image.
House,Christopher Lancia,verified,https://ballotpedia.org/Christopher_Lancia,https://s3.amazonaws.com/ballotpedia-api4/files/Christopher_Lancia_20260114_072231.jpeg,reputable_organization,Christopher Lancia - Ballotpedia,Verified via Ballotpedia profile and official candidate portrait image.
House,Nicole Locklin,verified,https://ballotpedia.org/Nicole_Locklin,https://s3.amazonaws.com/ballotpedia-api4/files/Nicole_Locklin_20260504_010745.png,reputable_organization,Nicole Locklin - Ballotpedia,Verified via Ballotpedia profile and official candidate portrait image.
House,Phil Ehr,verified,https://ballotpedia.org/Phil_Ehr,https://s3.amazonaws.com/ballotpedia-api4/files/Phil_Ehr_Naval-Photo.jpg,reputable_organization,Phil Ehr - Ballotpedia,Verified via Ballotpedia profile and official candidate portrait image.
House,Amanda Hollowell,verified,https://ballotpedia.org/Amanda_Hollowell,https://s3.amazonaws.com/ballotpedia-api4/files/Amanda_Hollowell_20250909_113835.jpg,reputable_organization,Amanda Hollowell - Ballotpedia,Verified via Ballotpedia profile and official candidate portrait image.
House,Maura Keller,verified,https://ballotpedia.org/Maura_Keller,https://s3.amazonaws.com/ballotpedia-api4/files/Maura_Keller.jpg,reputable_organization,Maura Keller - Ballotpedia,Verified via Ballotpedia profile and official candidate portrait image.
House,Tony Kozycki,verified,https://ballotpedia.org/Tony_Kozycki,https://s3.amazonaws.com/ballotpedia-api4/files/Tony-Kozycki-Approved-Headshot_20260701_190831_30771_1.jpeg,reputable_organization,Tony Kozycki - Ballotpedia,Verified via Ballotpedia profile and official candidate portrait image.
House,Kelly Esti,verified,https://ballotpedia.org/Kelly_Esti,https://s3.amazonaws.com/ballotpedia-api4/files/KellyEsti26.jpeg,reputable_organization,Kelly Esti - Ballotpedia,Verified via Ballotpedia profile and official candidate portrait image.
House,C. Gegen,not_found,,,,,Ballotpedia page not found or returned 404/disambiguation.
House,P. Delancy,not_found,,,,,Ballotpedia page not found or returned 404/disambiguation.
House,Chris Harden,verified,https://ballotpedia.org/Chris_Harden,https://s3.amazonaws.com/ballotpedia-api4/files/Chris_Harden_20251103_023546.jpg,reputable_organization,Chris Harden - Ballotpedia,Verified via Ballotpedia profile and official candidate portrait image.
House,Ceretta Smith,verified,https://ballotpedia.org/Ceretta_Smith,https://s3.amazonaws.com/ballotpedia-api4/files/Ceretta_Smith.jpeg,reputable_organization,Ceretta Smith - Ballotpedia,Verified via Ballotpedia profile and official candidate portrait image.
House,Shawn Harris,not_found,,,,,Ballotpedia page not found or returned 404/disambiguation.
House,Adriel Lam,verified,https://ballotpedia.org/Adriel_Lam,https://s3.amazonaws.com/ballotpedia-api4/files/Profile-2026_20260704_222540_30891_1.jpg,reputable_organization,Adriel Lam - Ballotpedia,Verified via Ballotpedia profile and official candidate portrait image.
House,Kaylee Peterson,verified,https://ballotpedia.org/Kaylee_Peterson,https://s3.amazonaws.com/ballotpedia-api4/files/KayleePeterson2024.png,reputable_organization,Kaylee Peterson - Ballotpedia,Verified via Ballotpedia profile and official candidate portrait image.
House,Ellie Gilbreath,not_found,,,,,Ballotpedia page not found or returned 404/disambiguation.
House,Jamee Decio,verified,https://ballotpedia.org/Jamee_Decio,https://s3.amazonaws.com/ballotpedia-api4/files/Jamee_Decio_20251023_125303.jpeg,reputable_organization,Jamee Decio - Ballotpedia,Verified via Ballotpedia profile and official candidate portrait image.
House,Kelly Thompson,not_found,,,,,Ballotpedia page not found or returned 404/disambiguation.
House,Joshua Cox,not_found,,,,,Ballotpedia page not found or returned 404/disambiguation.
House,Cynthia Wirth,verified,https://ballotpedia.org/Cynthia_Wirth,https://s3.amazonaws.com/ballotpedia-api4/files/CynthiaWirth2026_2026-04-21_172731.png,reputable_organization,Cynthia Wirth - Ballotpedia,Verified via Ballotpedia profile and official candidate portrait image.
House,Mary Allen,not_found,,,,,Ballotpedia page not found or returned 404/disambiguation.
